,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Vosk ASR
5587,5893,"Oh, Ive been there. Yeah, I am gonna go drive my Porsche.",Joey,neutral,neutral,596,3,6,5,"00:13:48,410","00:13:55,750",i've been therei am going to go drive my porsche
5588,5894,"Joey, you know you dont actually have one.",Monica,neutral,neutral,596,4,6,5,"00:13:56,168","00:13:58,461",doing you know you don't actually have one
5589,5895,Come on! What are you doing?! Im in character! Would you talk to her!,Joey,sadness,negative,596,5,6,5,"00:13:58,629","00:14:02,799",come on what are you doing i'm in character we talked to her
5590,5896,"Ahh, I think it just moved. Its really poking me.",Chandler,anger,negative,596,6,6,5,"00:14:04,385","00:14:06,594",i think it just moved is really poking me
5591,5897,"All right, thats it, were going to the emergency room.",Monica,neutral,neutral,596,7,6,5,"00:14:06,762","00:14:08,805",that's it i'm going to the emergency room
5592,5898,"What?! No, you cant, you cant leave me here with them! Were baby-sitting!",Phoebe,anger,negative,596,8,6,5,"00:14:08,973","00:14:12,642",you can you can't leave me here with that were babysitting
5593,5899,"The babies are asleep, Im sure youll be okay on your own for a while!",Monica,neutral,neutral,596,9,6,5,"00:14:12,810","00:14:15,562",these are asleep i'm sure you'll be okay on your own for a while
5594,5900,But you-you cant leave me with them! We-were a team! Were playing a zone! Theyre gonna triple team me!,Phoebe,anger,negative,596,10,6,5,"00:14:15,729","00:14:20,733",you can't leave me with them we're a team were playing a zone they're going to triple t me
5595,5901,"Hes got something plastic lodged in his throat, weve got to go to the hospital.",Monica,fear,negative,596,11,6,5,"00:14:22,111","00:14:25,446",something plastic launched into his throat we've gotta go to the hospital
5596,5902,"But no, because a doctor wont be able to help him, its just gonna yknow naturally pass through his system in like seven years.",Phoebe,neutral,neutral,596,12,6,5,"00:14:29,910","00:14:33,037",naturally pass through a system in like seven years
5597,5903,I think thats gum.,Chandler,neutral,neutral,596,13,6,5,"0:14:34,415","0:14:35,377",i think that's gum
5598,5904,Im pretty sure its gun.,Phoebe,neutral,neutral,596,14,6,5,"0:14:35,377","0:14:37,339",i'm pretty sure it's gun
5599,5905,"Okay, listen this really hurts. Lets go.",Chandler,anger,negative,596,15,6,5,"00:14:39,128","00:14:41,004",it's really hurt so scope
5600,5906,"A real man wouldnt just run to the hospital!  No! What would, what would Krog do?",Phoebe,anger,negative,596,16,6,5,"00:14:41,171","00:14:47,969",would just run to the hospitalthe do
5601,5907,That was the only way I could get him to,Ross,neutral,neutral,596,17,6,5,"00:15:10,284","00:15:12,368",that was the only way i can get people to stop
5602,5908,Hi! How are the Gellers?,Joey,neutral,neutral,596,18,6,5,"00:15:14,330","00:15:16,289",hi how are the galleries
5603,5909,Dont call us that!,Rachel,anger,negative,596,19,6,5,"00:15:20,002","00:15:23,379",don't call us that
5604,5910,The judge wouldnt let us get an annulment! Now we gotta get a divorce!! Did a Porsch throw up on you?,Ross,anger,negative,596,20,6,5,"00:15:23,923","00:15:31,095",the judge wouldn't let us get an unknown with now we gotta get to the artsthat a push throw up on you
5605,5911,Hey! Its Porsche!!,Joey,anger,negative,596,21,6,5,"00:15:34,391","00:15:37,518",alet's push shop
5606,5912,Hey sweetie!,Monica,joy,positive,597,0,6,14,"0:12:49,824","0:12:50,706",hey sweetie
5607,5913,Hey!,Chandler,joy,positive,597,1,6,14,"0:12:50,706","0:12:52,065",
5608,5914,Theres no back to this couch!,Chandler,surprise,negative,597,2,6,14,"00:12:59,445","00:13:01,696",there's no back to this capture
5609,5915,Why are you reading this? You hate this kind of stuff.,Monica,surprise,positive,597,3,6,14,"00:13:03,532","00:13:06,034",the mine are you reading this you need this kind of stuff
5610,5916,"Yeah I know, but I figured a shot yknow?",Chandler,neutral,neutral,597,4,6,14,"00:13:06,202","00:13:07,786",they were very give it a shot
5611,5917,"Maybe one of those stories would make me cry and then you wouldnt think I was yknow, all dead inside.",Chandler,neutral,neutral,597,5,6,14,"00:13:07,953","00:13:12,582",many one of those stores make me cry and then you wouldn't think i was you know all that inside
5612,5918,"Oh thats so sweet! Look Chandler I dont care if you cant cry, I love you.",Monica,joy,positive,597,6,6,14,"00:13:13,209","00:13:18,046",that's has weed killer i don't care for can't write i love you
5613,5919,Oh that makes me feel so warm in my hollow tin chest.,Chandler,neutral,neutral,597,7,6,14,"00:13:18,214","00:13:22,300",that makes me feel so warm and my hello tim chess
5614,5920,Stop it!,Monica,joy,positive,597,8,6,14,"00:13:23,010","00:13:25,929",let me come on seriously
5615,5921,"No, I mean, come on, seriously think about it, we get married, were up at the altar and Im like this.",Chandler,neutral,neutral,597,9,6,14,"00:13:23,010","00:13:29,516",let me come on seriously think about it we get married him up at the altar and i'm like this
5616,5922,"I wont care, because I know you will be feeling it all in here.",Monica,neutral,neutral,597,10,6,14,"00:13:31,352","00:13:35,980",i won't care because i know that you'll be feeling at all in here
5617,5923,Yeah?,Chandler,neutral,neutral,597,11,6,14,"00:13:36,372","00:13:38,149",yeahthat
5618,5924,Of course he is!,Ross,joy,positive,598,0,6,6,"00:05:16,733","00:05:19,151",corsi his own
5619,5925,"What, do you think Id just use my son as-as an excuse?",Ross,joy,positive,598,1,6,6,"00:05:19,319","00:05:21,737",the think i just use my son is as an excuse
5620,5926,What kind of father do you think I am?,Ross,anger,negative,598,2,6,6,"00:05:21,904","00:05:24,364",kind of followed think i game
5621,5927,"All right, sorry.",Monica,neutral,neutral,598,3,6,6,"00:05:25,033","00:05:25,116",
5622,5928,I gotta go make a fake Ben.,Ross,neutral,neutral,598,4,6,6,"00:05:27,327","00:05:29,661",i going to go make a fake ben
5623,5929,"The basket is totally empty! My God, the neighbors ate all the candy!",Monica,surprise,positive,599,0,7,9,"00:04:39,195","00:04:42,281",the best totally emptythe neighbors you know the candy
5624,5930,"Well, either that or uh",Chandler,neutral,neutral,599,1,7,9,"00:04:42,448","00:04:44,074",well either that or
5625,5931,Joey!!,Monica,anger,negative,599,2,7,9,"00:04:46,703","00:04:47,744",
5626,5932,Yeah?,Joey,neutral,neutral,599,3,7,9,"00:04:49,956","00:04:50,998",
5627,5933,Did you eat all the neighbor candy?!,Monica,anger,negative,599,4,7,9,"00:04:51,207","00:04:54,334",the neighborhoodwell that was the
5628,5934,"Uh well yeah, that was the plan, but by the time I got to it there was only a couple of pieces left!",Joey,anger,negative,599,5,7,9,"00:04:54,544","00:04:57,796",but by the time i got to there's only a couple pieces left
5629,5935,"Yeah, and theyve been coming by all day. They love it!",Phoebe,joy,positive,599,6,7,9,"00:04:58,006","00:05:00,132",they've been coming by all day they love it
5630,5936,They love my candy? Oh man!!! Ive gotta go make more!!,Monica,joy,positive,599,7,7,9,"00:05:00,800","00:05:06,221",they love my candyoh i gotta go me more
5631,5937,"Hey Mon, you might wanna make some more lasagna too, because something mightve happened to a huge chunk of it.",Joey,neutral,neutral,599,8,7,9,"00:05:06,431","00:05:11,393",they want to make some more lasagna to because some my to have no a huge chunk of it
5632,5938,Ross! The neighbors ate all my candy!!,Monica,joy,positive,599,9,7,9,"00:05:12,312","00:05:14,479",the neighbors eight all my candy
5633,5939,Mine stole my newspaper! Its like a,Ross,anger,negative,599,10,7,9,"00:05:14,689","00:05:18,066",still my newspaper if it's like a crime wave
5634,5940,Sure!,Phoebe,neutral,neutral,599,11,7,9,"00:05:24,615","00:05:26,408",sure yeah
5635,5941,"Yeah, ever since you uh, told me that story about that bike I-I couldnt stop thinking about it.",Ross,neutral,neutral,599,12,7,9,"00:05:26,576","00:05:35,375",since you totell me that story about that by a guy couldn't stop thinking about it i mean everyone should have a first bite you know so
5636,5942,"I mean, everyone should have a-a",Ross,neutral,neutral,599,13,7,9,"00:05:31,664","00:05:35,375",everyone should have a first by own so
5637,5943,Oh my God Ross!!,Phoebe,surprise,positive,599,14,7,9,"00:05:39,213","00:05:42,049",
5638,5944,You like it?,Ross,joy,positive,599,15,7,9,"0:05:42,342","0:05:43,218",
5639,5945,I,Phoebe,neutral,neutral,599,16,7,9,"0:05:43,218","0:05:44,234",
5640,5946,Yeah?,Ross,neutral,neutral,599,17,7,9,"00:05:44,427","00:05:46,678",oh
5641,5947,Hello darlings.,Helena,neutral,neutral,600,0,7,22,"00:12:03,973","00:12:05,724",hello done
5642,5948,And theres daddy!,Chandler,joy,positive,600,1,7,22,"00:12:05,891","00:12:08,184",and there's daddy
5643,5949,There he is! There he is!,Phoebe,surprise,positive,601,0,1,4,"00:19:37,718","00:19:40,344",
5644,5950,Where?,Monica,neutral,neutral,601,1,1,4,"0:19:40,512","0:19:41,847",
5645,5951,Right- where we've been looking all night!,Phoebe,joy,positive,601,2,1,4,"0:19:41,847","0:19:44,046",we've been looking all night about that but about
5646,5952,He is so cute!,Rachel,joy,positive,601,3,1,4,"0:19:44,141","0:19:46,894",george baby drop
5647,5953,"Oh, George, baby, drop the towel!",Monica,joy,positive,601,4,1,4,"0:19:46,894","0:19:47,161",
5648,5954,"Yeah, drop it! Drop the towel! Please drop thewowww.",All,joy,positive,601,5,1,4,"00:19:49,688","00:20:01,991",wowmay have any believe believes only had sex with one one
5649,5955,"I've gotta tell you, Bob is terrific.",Monica,joy,positive,602,0,1,5,"00:14:48,929","00:14:51,806",thalia valve is terrific
5650,5956,"Yeah, isn't he?",Angela,joy,positive,602,1,1,5,"00:14:52,057","00:14:53,349",it may ah
5651,5957,"It is so great to meet a guy who is smart and funny, and has an emotional age beyond, like eight.",Monica,joy,positive,602,2,1,5,"00:14:56,729","00:14:59,063",it has an emotional age have like eight
5652,5958,You know what else? He's unbelievable in bed.,Angela,joy,positive,602,3,1,5,"00:14:59,315","00:15:02,817",you know what else he's unbelievable in bed
5653,5959,Wow. My brother never even told me when he lost his virginity.,Monica,surprise,positive,602,4,1,5,"00:15:05,029","00:15:10,033",my brother never even told me when he lost his virginity
5654,5960,Huh. That's nice.,Angela,neutral,neutral,602,5,1,5,"00:15:11,452","00:15:14,454",that place
5655,5961,"and the miracle was that that little bit of oil that shouldve just lasted just one day, burned for",Ross,neutral,neutral,603,0,7,10,"00:20:07,372","00:20:14,670",and the miracle was that that little bit of oil that should have lasted just one day bond for
5656,5962,Eight whole days.,Ben,neutral,neutral,603,1,7,10,"00:20:14,838","00:20:16,797",oh that's right
5657,5963,"Thats right, and thats why we celebrate Hanukkah today. The end.",Ross,joy,positive,603,2,7,10,"00:20:16,965","00:20:20,843",that's why we celebrate hanukkah todaythe end
5658,5964,Awesome!,Ben,joy,positive,603,3,7,10,"0:20:21,011","0:20:21,804",awesome
5659,5965,Yeah?,Ross,surprise,positive,603,4,7,10,"0:20:21,804","0:20:23,114",
5660,5966,My favorite part was when,Chandler,neutral,neutral,603,5,7,10,"00:20:23,430","00:20:29,268",my favorite part was when superman flew all the jews out of a jerk
5661,5967,The Armadillo was actually not so,Ross,neutral,neutral,603,6,7,10,"00:20:33,023","00:20:37,944",the armadillo was actually not so thrilled about that part
5662,5968,Hey!,Rachel,joy,positive,603,7,7,10,"00:20:53,210","00:20:54,252",
5663,5969,Oh.,Phoebe,neutral,neutral,603,8,7,10,"00:20:54,419","00:20:55,795",oh wow
5664,5970,Wow! It looks like the Easter Bunnys funeral in here.,Rachel,surprise,positive,603,9,7,10,"00:20:55,963","00:20:58,422",it's like the east money's funeral in here
5665,5971,"Come on, come on, were-were-were lighting the candles!",Ross,joy,positive,603,10,7,10,"00:21:01,551","00:21:03,886",come on come on we're we're we're live in the trail
5666,5972,Oh.,Rachel,neutral,neutral,603,11,7,10,"0:21:04,054","0:21:04,513",
5667,5973,Oh.,Phoebe,neutral,neutral,603,12,7,10,"0:21:04,513","0:21:05,705",
5668,5974,"Okay, I understand why",Phoebe,neutral,neutral,603,13,7,10,"00:21:09,184","00:21:10,935",understand why superman is
5669,5976,"Yeah, sure. Good luck!",Pete,joy,positive,604,0,3,21,"00:07:04,882","00:07:10,637",did you get will vote yesgood luckand
5670,5977,Im quitting!! Woo-hoo!  Im okay!! Im all right!!,Monica,joy,positive,604,1,3,21,"00:07:07,844","00:07:16,476",luck
5671,5978,"Wow! Thats exciting, you went to Japan, made up a woman.",Phoebe,surprise,positive,604,2,3,21,"00:07:19,897","00:07:23,567",wow that's exciting he went to japan made up a woman
5672,5979,What?,Pete,neutral,neutral,604,3,3,21,"00:07:24,193","00:07:25,527",what
5673,5980,"Im just saying, this woman, I mean shes fictitious. No?",Phoebe,surprise,positive,604,4,3,21,"00:07:25,736","00:07:29,531",the same as woman and mean she's fictitious know
5674,5981,Why would you say that?,Pete,neutral,neutral,604,5,3,21,"0:07:30,491","0:07:31,583",why would you say that
5675,5982,Cause youre still into Monica.,Phoebe,neutral,neutral,604,6,3,21,"0:07:31,583","0:07:32,753",cause you're still undermine
5676,5983,"So you told her there was somebody else so she would agree to work with you, so cause you figure oh if you spent a lot of time together, maybe something might happen, and...",Phoebe,neutral,neutral,604,7,3,21,"00:07:32,910","00:07:39,374",so you told her there was somebody else of she would agree to work with you so because he figure if you spend a lot of time together maybe something might happen and
5677,5984,Youre good. Youre good!,Pete,joy,positive,604,8,3,21,"00:07:40,877","00:07:42,878",you're good your screwed
5678,5985,"Yeah, no, Im fairly intuitive and psychic. Its a substantial gift.",Phoebe,neutral,neutral,604,9,3,21,"00:07:43,629","00:07:49,174",no i'm fairly intuitive and psychic to substantial gift
5679,5986,"Listen, can you promise me that you wont tell her though?",Pete,fear,negative,604,10,3,21,"00:07:50,553","00:07:53,054",listen to the promised me that you won't tell her though
5680,5987,"Absolutely, oh I promise. Tell her what?",Phoebe,neutral,neutral,604,11,3,21,"00:07:53,222","00:07:56,975",absolutely i promisetell her what
5681,5988,Thanks a lot.,Pete,neutral,neutral,604,12,3,21,"00:07:57,977","00:07:59,269",saw
5682,5989,"No Im serious. I mean Im intuitive, but my memory sucks.",Phoebe,neutral,neutral,604,13,3,21,"00:07:59,437","00:08:02,230",serious i mean i'm intuitive but my memory sex
5683,5990,"Excuse me, pardon me, excuse me, excuse me, sorry. Hi.",Rachel,neutral,neutral,605,0,1,24,"00:21:16,984","00:21:20,778",i mean givinglike
5684,5991,"For God's sake, will you let it go? There's no Rachel!",Man,anger,negative,605,1,1,24,"00:21:20,988","00:21:25,783",for god's sake we don't let it go there's no rachel
5685,5992,"Oh, hey, hey, I got that.",Ross,neutral,neutral,605,2,1,24,"00:21:30,622","00:21:33,791",i got there
5686,5993,"Oh, thanks, sweetie.",Julie,joy,positive,605,3,1,24,"00:21:34,001","00:21:36,502",no problem
5687,5994,No problem. I cannot wait for you to meet my friends.,Ross,joy,positive,605,4,1,24,"00:21:42,342","00:21:44,760",cannot you to me my friend
5688,5995,Really?,Julie,surprise,positive,605,5,1,24,"00:21:44,970","00:21:47,513",reallyi felt judge and ridicule
5689,5997,You don't think they'll judge and ridicule me?,Julie,fear,negative,605,6,1,24,"00:21:44,970","00:21:47,513",reallyi felt judge and ridicule
5690,5998,"No, no, they will. I just... uh...",Ross,neutral,neutral,605,7,1,24,"00:21:47,723","00:21:49,515",oh they will fight the
5691,5999,Can't wait.,Julie,neutral,neutral,605,8,1,24,"00:21:49,725","00:21:51,017",can it wait
5692,6000,Do I know you?,Monica,surprise,positive,606,0,2,5,"00:18:22,392","00:18:24,769",the i know you you used to be my baby said
5693,6001,"Oh my god, little Stevie Fisher? How've you been?",Monica,surprise,positive,606,1,2,5,"00:18:25,687","00:18:29,649",oh my god little saving yearyou mean
5694,6002,"Good, good, I'm a lawyer now.",Steve,neutral,neutral,606,2,2,5,"00:18:29,900","00:18:31,567",good good i'm i'm a lawyer
